,Classifier,Corr: OUTC,p-v: OUTC,MCC: OUTC,Corr: RT_P,p-v: RT_P,MCC: RT_P,Corr: Dece,p-v: Dece,MCC: Dece
0,Nearest Neighbors_01,0.44136620268834004,6.241875488108235e-10,0.44136620268834,-0.01529566014434607,0.839865489852859,-0.015295660144346072,0.12106069205265522,0.08851510197225637,0.12106069205265522
1,Nearest Neighbors_02,0.4687861997812857,3.633365296856138e-11,0.46878619978128566,,,0.0,-0.020291031398236414,0.7760530521850262,-0.020291031398236417
2,Nearest Neighbors_03,0.375556875574199,2.2153126456724444e-07,0.375556875574199,,,0.0,,,0.0
3,Nearest Neighbors_04,0.2770230819094403,0.00017397163229909004,0.2770230819094403,,,0.0,,,0.0
4,Nearest Neighbors_05,0.41949760204932135,5.063810281031358e-09,0.41949760204932135,-0.01529566014434607,0.839865489852859,-0.015295660144346072,0.10858410041516497,0.1268517803243689,0.10858410041516497
5,Nearest Neighbors_06,0.40884850829947356,1.3312463507119104e-08,0.40884850829947356,,,0.0,0.04880605198984096,0.49361849911965594,0.048806051989840955
6,Nearest Neighbors_07,0.3370522053189393,3.957910126555993e-06,0.3370522053189393,,,0.0,-0.028768591716392993,0.6866849913432431,-0.028768591716392993
7,Nearest Neighbors_08,0.31154170013835153,2.1851996945077715e-05,0.31154170013835153,,,0.0,-0.020291031398236414,0.7760530521850262,-0.020291031398236417
8,SVM_01,0.27375524371029425,0.00020888300803164692,0.27375524371029425,,,0.0,,,0.0
9,SVM_02,0.3011850853815423,4.187354259668178e-05,0.3011850853815423,,,0.0,,,0.0
10,SVM_03,0.27307093494679263,0.00021697514349634385,0.27307093494679263,-0.026644683298418508,0.7248117310600161,-0.02664468329841851,0.19571408421604333,0.005599831803058017,0.1957140842160433
11,SVM_04,0.305135104872068,3.276908717047558e-05,0.3051351048720681,-0.05472341734958729,0.46941471758763575,-0.0547234173495873,0.26411894326518376,0.0001635469600136983,0.2641189432651838
12,SVM_05,0.305135104872068,3.276908717047558e-05,0.3051351048720681,-0.05472341734958729,0.46941471758763575,-0.0547234173495873,0.24752253536381255,0.0004238868284868968,0.2475225353638125
13,SVM_06,,,0.0,,,0.0,,,0.0
14,SVM_07,0.3846403954176043,1.0605197625195523e-07,0.38464039541760436,-0.01529566014434607,0.839865489852859,-0.015295660144346072,-0.020291031398236414,0.7760530521850262,-0.020291031398236417
15,SVM_08,0.36377732635001486,5.572310351551848e-07,0.3637773263500149,0.10756302521008401,0.15414806932797387,0.10756302521008404,0.08759726089173885,0.21858729858979187,0.08759726089173885
