,Classifier,Corr: OUTC,p-v: OUTC,MCC: OUTC,Corr: RT_P,p-v: RT_P,MCC: RT_P,Corr: Dece,p-v: Dece,MCC: Dece
0,Nearest Neighbors_01,0.007939023085577588,0.9070056279738334,0.007939023085577588,,,0.0,,,0.0
1,Nearest Neighbors_02,0.13437882495527415,0.0470041910061181,0.13437882495527415,,,0.0,,,0.0
2,Nearest Neighbors_03,0.1736330928092247,0.010040982746146652,0.1736330928092247,,,0.0,,,0.0
3,Nearest Neighbors_04,0.1736330928092247,0.010040982746146652,0.1736330928092247,,,0.0,,,0.0
4,Nearest Neighbors_05,0.03935147873509588,0.5624269336712358,0.03935147873509589,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
5,Nearest Neighbors_06,0.1700820254196439,0.011703022379332911,0.17008202541964387,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
6,Nearest Neighbors_07,0.1700820254196439,0.011703022379332911,0.17008202541964387,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
7,Nearest Neighbors_08,0.1700820254196439,0.011703022379332911,0.17008202541964387,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
8,SVM_01,,,0.0,,,0.0,,,0.0
9,SVM_02,0.05765664979740434,0.3958455983517054,0.057656649797404334,,,0.0,,,0.0
10,SVM_03,0.05765664979740434,0.3958455983517054,0.057656649797404334,,,0.0,,,0.0
11,SVM_04,0.05765664979740434,0.3958455983517054,0.057656649797404334,,,0.0,,,0.0
12,SVM_05,0.05765664979740434,0.3958455983517054,0.057656649797404334,,,0.0,,,0.0
13,SVM_06,,,0.0,,,0.0,,,0.0
14,SVM_07,0.0484401432585002,0.47574362377691015,0.04844014325850019,,,0.0,0.14279688892580095,0.027290555625940405,0.14279688892580095
15,SVM_08,0.08437100988617259,0.2136283198818882,0.08437100988617256,,,0.0,0.14279688892580095,0.027290555625940405,0.14279688892580095
16,SVM_09,0.08437100988617259,0.2136283198818882,0.08437100988617256,,,0.0,0.14279688892580095,0.027290555625940405,0.14279688892580095
17,SVM_10,0.08437100988617259,0.2136283198818882,0.08437100988617256,,,0.0,0.14279688892580095,0.027290555625940405,0.14279688892580095
18,SVM_11,,,0.0,,,0.0,,,0.0
19,SVM_12,0.0207195054706753,0.7604433171221835,0.0207195054706753,,,0.0,-0.026996426762091724,0.6779645806841832,-0.02699642676209172
20,SVM_13,0.0658678811561291,0.331931176458821,0.0658678811561291,,,0.0,0.0822309933784985,0.20524763131659873,0.08223099337849847
21,SVM_14,0.0658678811561291,0.331931176458821,0.0658678811561291,,,0.0,0.0822309933784985,0.20524763131659873,0.08223099337849847
22,SVM_15,0.0658678811561291,0.331931176458821,0.0658678811561291,,,0.0,0.0822309933784985,0.20524763131659873,0.08223099337849847
23,SVM_16,,,0.0,,,0.0,,,0.0
24,SVM_17,,,0.0,,,0.0,,,0.0
25,SVM_18,0.0394483464066927,0.5614646171558841,0.0394483464066927,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
26,SVM_19,0.0394483464066927,0.5614646171558841,0.0394483464066927,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
27,SVM_20,0.0394483464066927,0.5614646171558841,0.0394483464066927,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
28,SVM_21,0.0394483464066927,0.5614646171558841,0.0394483464066927,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
29,SVM_22,,,0.0,,,0.0,,,0.0
30,SVM_23,0.05765664979740434,0.3958455983517054,0.057656649797404334,,,0.0,,,0.0
31,SVM_24,0.0920335907737485,0.1747620449750153,0.0920335907737485,,,0.0,0.14279688892580095,0.027290555625940405,0.14279688892580095
32,SVM_25,0.0920335907737485,0.1747620449750153,0.0920335907737485,,,0.0,0.14279688892580095,0.027290555625940405,0.14279688892580095
33,SVM_26,0.0920335907737485,0.1747620449750153,0.0920335907737485,,,0.0,0.14279688892580095,0.027290555625940405,0.14279688892580095
34,SVM_27,,,0.0,,,0.0,,,0.0
35,SVM_28,0.0394483464066927,0.5614646171558841,0.0394483464066927,,,0.0,,,0.0
36,SVM_29,0.0394483464066927,0.5614646171558841,0.0394483464066927,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
37,SVM_30,0.0394483464066927,0.5614646171558841,0.0394483464066927,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
38,Gaussian Process_01,0.0394483464066927,0.5614646171558841,0.0394483464066927,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
39,Gaussian Process_02,0.0207195054706753,0.7604433171221835,0.0207195054706753,,,0.0,,,0.0
40,Gaussian Process_03,0.0207195054706753,0.7604433171221835,0.0207195054706753,,,0.0,,,0.0
41,Gaussian Process_04,0.0207195054706753,0.7604433171221835,0.0207195054706753,,,0.0,,,0.0
42,Gaussian Process_05,0.0207195054706753,0.7604433171221835,0.0207195054706753,,,0.0,,,0.0
43,Decision Tree_01,,,0.0,,,0.0,,,0.0
44,Decision Tree_02,0.10586382379576677,0.11827183257699472,0.10586382379576677,,,0.0,0.24472443025902488,0.00013248764573419778,0.24472443025902482
45,Decision Tree_03,0.10586382379576677,0.11827183257699472,0.10586382379576677,,,0.0,0.24472443025902488,0.00013248764573419778,0.24472443025902482
46,Decision Tree_04,0.10586382379576677,0.11827183257699472,0.10586382379576677,,,0.0,0.24472443025902488,0.00013248764573419778,0.24472443025902482
47,Decision Tree_05,0.10586382379576677,0.11827183257699472,0.10586382379576677,,,0.0,0.24472443025902488,0.00013248764573419778,0.24472443025902482
48,Decision Tree_06,0.10586382379576677,0.11827183257699472,0.10586382379576677,,,0.0,0.24472443025902488,0.00013248764573419778,0.24472443025902482
49,Decision Tree_07,0.10586382379576677,0.11827183257699472,0.10586382379576677,,,0.0,0.24472443025902488,0.00013248764573419778,0.24472443025902482
50,Decision Tree_08,0.10586382379576677,0.11827183257699472,0.10586382379576677,,,0.0,0.24472443025902488,0.00013248764573419778,0.24472443025902482
51,Random Forest_01,0.10586382379576677,0.11827183257699472,0.10586382379576677,,,0.0,0.24472443025902488,0.00013248764573419778,0.24472443025902482
52,Random_Forest_02,0.022078439108123987,0.745256110938102,0.022078439108123987,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
53,Random_Forest_03,0.047566808458475905,0.48374460160168087,0.047566808458475905,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
54,Random_Forest_04,0.07680687872401083,0.2577160162977937,0.07680687872401083,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
55,Random_Forest_05,0.0920335907737485,0.1747620449750153,0.0920335907737485,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
56,Random_Forest_06,0.03066580806226737,0.651757775926777,0.03066580806226737,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
57,Random_Forest_07,0.047566808458475905,0.48374460160168087,0.047566808458475905,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
58,Random_Forest_08,0.07680687872401083,0.2577160162977937,0.07680687872401083,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
59,Random Forest_09,0.0920335907737485,0.1747620449750153,0.0920335907737485,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
60,Random_Forest_10,0.022078439108123987,0.745256110938102,0.022078439108123987,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
61,Random Forest_11,0.047566808458475905,0.48374460160168087,0.047566808458475905,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
62,Random_Forest_12,0.07680687872401083,0.2577160162977937,0.07680687872401083,,,0.0,-0.01904921052684208,0.7695402838136157,-0.01904921052684208
