,Unnamed: 0,Representation,AUROC: OUTC,MCC: OUTC,Bal.Acc: OUTC,p-v: OUTC,Corr: OUTC,"CM[0,0]: OUTC","CM[0,1]: OUTC","CM[1,0]: OUTC","CM[1,1]: OUTC",Representation.1,AUROC: RT_P,MCC: RT_P,Bal.Acc: RT_P,p-v: RT_P,Corr: RT_P,"CM[0,0]: RT_P","CM[0,1]: RT_P","CM[1,0]: RT_P","CM[1,1]: RT_P",Representation.2,AUROC: Dece,MCC: Dece,Bal.Acc: Dece,p-v: Dece,Corr: Dece,"CM[0,0]: Dece","CM[0,1]: Dece","CM[1,0]: Dece","CM[1,1]: Dece"
4,4.0,5.0,0.7880649717514124,0.4390942260412905,0.7175847457627118,7.812815716873068e-10,0.43909422604129056,36.0,23.0,21.0,99.0,5.0,0.6436974789915966,0.371466032076976,0.5714285714285714,3.5740614684145044e-07,0.371466032076976,170.0,0.0,6.0,1.0,5.0,0.7699275362318841,0.3949079532715916,0.6278985507246376,7.828935453548764e-09,0.3949079532715915,182.0,2.0,11.0,4.0
4,4.0,5.0,0.8093220338983051,0.5170427043758515,0.7467514124293786,1.2636507977613526e-13,0.5170427043758515,36.0,23.0,14.0,106.0,5.0,0.5773109243697478,0.371466032076976,0.5714285714285714,3.5740614684145044e-07,0.371466032076976,170.0,0.0,6.0,1.0,5.0,0.7565217391304349,0.3528947250544207,0.5666666666666667,3.183158068964744e-07,0.3528947250544208,184.0,0.0,13.0,2.0
4,4.0,5.0,0.7855225988700565,0.4687861997812857,0.7389830508474576,3.633365296856138e-11,0.4687861997812857,40.0,19.0,24.0,96.0,5.0,0.6168067226890757,0.371466032076976,0.5714285714285714,3.5740614684145044e-07,0.371466032076976,170.0,0.0,6.0,1.0,5.0,0.7070652173913042,0.3680363164598555,0.6782608695652175,8.893820518240456e-08,0.36803631645985546,176.0,8.0,9.0,6.0
4,4.0,5.0,0.8216101694915254,0.4823981518908044,0.7342514124293785,8.04062556789153e-12,0.4823981518908042,36.0,23.0,17.0,103.0,5.0,0.6571428571428571,0.2525690330317211,0.5684873949579832,0.0006949570595536586,0.2525690330317211,169.0,1.0,6.0,1.0,5.0,0.7364130434782609,0.4055918597213341,0.7088768115942029,2.7995612749607323e-09,0.4055918597213341,175.0,9.0,8.0,7.0
5,5.0,6.0,0.7546332046332046,0.43622742545624604,0.7155405405405405,1.5336602994635972e-11,0.4362274254562461,42.0,28.0,25.0,123.0,6.0,0.6133004926108374,0.2664118250150768,0.5784072249589491,7.643455051021709e-05,0.2664118250150767,201.0,2.0,10.0,2.0,6.0,0.7495794280221101,0.4792036044963445,0.6773612112472963,4.557239981823584e-15,0.4792036044963443,216.0,3.0,12.0,7.0
5,5.0,6.0,0.7413127413127414,0.4278415383393262,0.6884169884169884,4.089326510028696e-11,0.4278415383393261,33.0,37.0,14.0,134.0,6.0,0.6625615763546798,0.23134942932427305,0.5759441707717571,0.0006285754901687822,0.23134942932427316,200.0,3.0,10.0,2.0,6.0,0.7440519105984139,0.5258496309582278,0.7036770007209805,2.5234546335189756e-18,0.5258496309582277,216.0,3.0,11.0,8.0
5,5.0,6.0,0.6876930501930503,0.3828401354736996,0.6711389961389961,5.0885895140312885e-09,0.3828401354736996,32.0,38.0,17.0,131.0,6.0,0.5981116584564861,0.1874951014518753,0.5392036124794746,0.005821133669536933,0.18749510145187528,202.0,1.0,11.0,1.0,6.0,0.7962028358567652,0.5193330350071134,0.7254265801490026,7.716943288513206e-18,0.5193330350071131,214.0,5.0,10.0,9.0
5,5.0,6.0,0.7468629343629345,0.4660902462707078,0.7098455598455597,3.721508308518653e-13,0.4660902462707078,36.0,34.0,14.0,134.0,6.0,0.701559934318555,0.20483096752886407,0.5734811165845649,0.00254476575879027,0.20483096752886404,199.0,4.0,10.0,2.0,6.0,0.8055755827925979,0.3639990920250304,0.7793799567411679,7.223912148373117e-09,0.3639990920250304,180.0,39.0,5.0,14.0
5,5.0,6.0,0.7324324324324324,0.4235542058030217,0.7083976833976834,6.682330069970144e-11,0.4235542058030216,41.0,29.0,25.0,123.0,6.0,0.7885878489326765,0.4120428588903936,0.6592775041050903,3.2139254622755074e-10,0.4120428588903936,200.0,3.0,8.0,4.0,6.0,0.8358567652006729,0.43800987383851947,0.8216774813746696,1.41269954873919e-12,0.4380098738385194,187.0,32.0,4.0,15.0
6,6.0,7.0,0.6371428571428571,0.34848958634343635,0.6228571428571428,0.0005023428366840204,0.34848958634343635,6.0,15.0,3.0,72.0,7.0,0.9428571428571428,0.6549455359345627,0.7945054945054946,4.526251418758291e-13,0.6549455359345627,90.0,1.0,2.0,3.0,7.0,0.7780172413793105,0.33405172413793105,0.6670258620689655,0.0005637110185328593,0.334051724137931,78.0,9.0,9.0,7.0
6,6.0,7.0,0.6819047619047619,0.3838540286930897,0.6123809523809524,0.00011305827630769133,0.38385402869308977,5.0,16.0,1.0,74.0,7.0,0.943956043956044,0.6549455359345627,0.7945054945054946,4.526251418758291e-13,0.6549455359345627,90.0,1.0,2.0,3.0,7.0,0.7054597701149425,0.3101822918659157,0.6077586206896552,0.0014295381534119324,0.3101822918659157,84.0,3.0,12.0,4.0
6,6.0,7.0,0.5911111111111111,0.27565892320998564,0.5476190476190477,0.006559932379866095,0.27565892320998564,2.0,19.0,0.0,75.0,7.0,0.9505494505494504,0.7662224051759048,0.8,9.367173437763957e-20,0.7662224051759049,91.0,0.0,2.0,3.0,7.0,0.7212643678160919,0.3418763908060657,0.6332614942528736,0.0004086320772482471,0.34187639080606563,83.0,4.0,11.0,5.0
6,6.0,7.0,0.6977777777777777,0.3652785572416758,0.7028571428571428,0.0002528030094486837,0.3652785572416759,13.0,8.0,16.0,59.0,7.0,0.9230769230769232,0.578021978021978,0.7890109890109891,6.976104140471316e-10,0.5780219780219781,89.0,2.0,2.0,3.0,7.0,0.6235632183908046,0.3299885521659017,0.5880028735632183,0.0006640172827078619,0.3299885521659016,86.0,1.0,13.0,3.0
6,6.0,7.0,0.5784126984126984,0.27565892320998564,0.5476190476190477,0.006559932379866095,0.27565892320998564,2.0,19.0,0.0,75.0,7.0,0.9450549450549453,0.7662224051759048,0.8,9.367173437763957e-20,0.7662224051759049,91.0,0.0,2.0,3.0,7.0,0.6106321839080461,0.2761162244218723,0.6020114942528736,0.004755030382030461,0.27611622442187217,83.0,4.0,12.0,4.0
