,Classifier,Corr: OUTC,p-v: OUTC,MCC: OUTC,Corr: RT_P,p-v: RT_P,MCC: RT_P,Corr: Dece,p-v: Dece,MCC: Dece
0,Nearest Neighbors_01,0.21107985395028364,0.0011900125659197378,0.21107985395028367,-0.024148829021485126,0.700573457529847,-0.02414882902148513,0.02993557303610283,0.6166645518906757,0.029935573036102833
1,Nearest Neighbors_02,0.2915778859249177,6.0244341195231285e-06,0.2915778859249177,,,0.0,,,0.0
2,Nearest Neighbors_03,0.37443698219886656,3.616136392246782e-09,0.3744369821988666,,,0.0,,,0.0
3,Nearest Neighbors_04,0.2607494439497971,5.609225412115124e-05,0.26074944394979716,,,0.0,,,0.0
4,Nearest Neighbors_05,0.1809037876270356,0.005615757599196363,0.18090378762703557,-0.03983041789032373,0.5258069321330048,-0.03983041789032374,-0.0008943636934317658,0.9880703038996934,-0.0008943636934317658
5,Nearest Neighbors_06,0.2282136504283817,0.0004460141885658305,0.2282136504283817,-0.019678584200411787,0.7540171676049447,-0.01967858420041179,0.02993557303610283,0.6166645518906757,0.029935573036102833
6,Nearest Neighbors_07,0.2550604926128711,8.226067675141546e-05,0.2550604926128711,,,0.0,0.048737480949009794,0.4149058495443747,0.048737480949009794
7,Nearest Neighbors_08,0.2195692867538744,0.0007386066021086886,0.2195692867538744,,,0.0,0.06110905190960628,0.306500114071125,0.061109051909606284
8,SVM_01,0.22674321624975535,0.0004866288193261935,0.22674321624975535,,,0.0,,,0.0
9,SVM_02,0.27043777799334967,2.863206744146718e-05,0.27043777799334967,,,0.0,-0.030163601332180424,0.6139817707702795,-0.030163601332180417
10,SVM_03,0.23700195025192955,0.0002618663424546285,0.23700195025192955,-0.013887549490757716,0.8249958475932392,-0.013887549490757716,-0.042888983235128623,0.47315222074315233,-0.04288898323512862
11,SVM_04,0.23256592034190277,0.00034348124648453225,0.23256592034190274,-0.013887549490757716,0.8249958475932392,-0.013887549490757716,-0.04640954808922572,0.4375685622353416,-0.04640954808922571
12,SVM_05,0.23256592034190277,0.00034348124648453225,0.23256592034190274,-0.013887549490757716,0.8249958475932392,-0.013887549490757716,-0.04640954808922572,0.4375685622353416,-0.04640954808922571
13,SVM_06,,,0.0,,,0.0,,,0.0
