,Classifier,Corr: OUTC,p-v: OUTC,MCC: OUTC,Corr: RT_P,p-v: RT_P,MCC: RT_P,Corr: Dece,p-v: Dece,MCC: Dece
0,Nearest Neighbors_01,-0.07343117751793442,0.47473042455335246,-0.07343117751793443,0.22767239827744518,0.024910637482442505,0.2276723982774452,0.053300179088902604,0.5910120839424675,0.053300179088902604
1,Nearest Neighbors_02,-0.01712940360897794,0.8677396971889227,-0.01712940360897794,,,0.0,,,0.0
2,Nearest Neighbors_03,0.030566666433548106,0.766303484050914,0.030566666433548106,,,0.0,,,0.0
3,Nearest Neighbors_04,,,0.0,,,0.0,,,0.0
4,Nearest Neighbors_05,-0.07343117751793442,0.47473042455335246,-0.07343117751793443,0.18614026994044475,0.06792677195076266,0.18614026994044472,0.008792249355666623,0.929414345411403,0.008792249355666623
5,Nearest Neighbors_06,-0.09398496240601503,0.3598380381759856,-0.09398496240601503,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.08528028654224416,0.3893757970911538,-0.08528028654224416
6,Nearest Neighbors_07,-0.08228352839429734,0.422985172430805,-0.08228352839429734,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.08528028654224416,0.3893757970911538,-0.08528028654224416
7,Nearest Neighbors_08,-0.13331680748063915,0.192979164983362,-0.13331680748063915,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.08528028654224416,0.3893757970911538,-0.08528028654224416
8,SVM_01,,,0.0,,,0.0,,,0.0
9,SVM_02,-0.09589641541858267,0.3501068333665731,-0.09589641541858268,-0.03382550457458692,0.7422176792805134,-0.03382550457458691,-0.04201458159015677,0.6719488220847284,-0.042014581590156766
10,SVM_03,-0.11063733516396444,0.28065836662951177,-0.11063733516396443,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.08528028654224416,0.3893757970911538,-0.08528028654224416
11,SVM_04,-0.11063733516396444,0.28065836662951177,-0.11063733516396443,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.09582659576267817,0.33321354691860283,-0.09582659576267816
12,SVM_05,-0.11063733516396444,0.28065836662951177,-0.11063733516396443,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.10550699226799948,0.28645144057727184,-0.10550699226799948
13,SVM_06,,,0.0,,,0.0,,,0.0
14,SVM_07,-0.10901628357676502,0.2878097228850833,-0.109016283576765,-0.02379334336334003,0.8170567900542183,-0.02379334336334003,-0.09582659576267817,0.33321354691860283,-0.09582659576267816
15,SVM_08,-0.19750769080138778,0.05248240352107272,-0.19750769080138778,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.048676884365854094,0.6236385706724047,-0.0486768843658541
16,SVM_09,-0.19750769080138778,0.05248240352107272,-0.19750769080138778,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.048676884365854094,0.6236385706724047,-0.0486768843658541
17,SVM_10,-0.19750769080138778,0.05248240352107272,-0.19750769080138778,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.048676884365854094,0.6236385706724047,-0.0486768843658541
18,SVM_11,,,0.0,,,0.0,,,0.0
19,SVM_12,,,0.0,,,0.0,,,0.0
20,SVM_13,-0.10905429804558683,0.28764064733642963,-0.10905429804558686,0.15652173913043477,0.12576215957353631,0.1565217391304348,-0.14664711502135327,0.1374163364856097,-0.1466471150213533
21,SVM_14,-0.04986356051091613,0.6276518159341427,-0.04986356051091613,0.295357452664937,0.0033135592119293805,0.29535745266493696,-0.10795454545454544,0.2753564426617497,-0.10795454545454546
22,SVM_15,-0.08182929189368855,0.425558559091731,-0.08182929189368857,0.295357452664937,0.0033135592119293805,0.29535745266493696,-0.17505288854966433,0.07550723419956129,-0.17505288854966433
23,SVM_16,,,0.0,,,0.0,,,0.0
24,SVM_17,,,0.0,,,0.0,,,0.0
25,SVM_18,-0.13497638119975425,0.18744643646131506,-0.13497638119975428,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.08528028654224416,0.3893757970911538,-0.08528028654224416
26,SVM_19,-0.13497638119975425,0.18744643646131506,-0.13497638119975428,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.08528028654224416,0.3893757970911538,-0.08528028654224416
27,SVM_20,-0.13497638119975425,0.18744643646131506,-0.13497638119975428,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.08528028654224416,0.3893757970911538,-0.08528028654224416
28,SVM_21,-0.13497638119975425,0.18744643646131506,-0.13497638119975428,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.08528028654224416,0.3893757970911538,-0.08528028654224416
29,SVM_22,,,0.0,,,0.0,,,0.0
30,SVM_23,-0.07627040392731284,0.45777179989649386,-0.07627040392731284,-0.02379334336334003,0.8170567900542183,-0.02379334336334003,,,0.0
31,SVM_24,-0.1575987764378683,0.12314708588938822,-0.1575987764378683,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.008181892562997761,0.9343030596709254,-0.008181892562997761
32,SVM_25,-0.1575987764378683,0.12314708588938822,-0.1575987764378683,0.18614026994044475,0.06792677195076266,0.18614026994044472,-0.008181892562997761,0.9343030596709254,-0.008181892562997761
